school,homepage,name,areas
University of Melbourne,http://www.cis.unimelb.edu.au/people/staff.php?person_ID=9385,Steven Bird,"[""nlp""]"
University of California - San Diego,http://cseweb.ucsd.edu/~elkan/,Charles Elkan,"[""ai"",""nlp"",""mlmining""]"
University of North Carolina,http://cs.unc.edu/~nirjon/,S. M. Shahriar Nirjon,"[""mobile""]"
University of California - Los Angeles,http://www.cs.ucla.edu/~tamir,Yuval Tamir,
University of California - Santa Barbara,https://www.cs.ucsb.edu/~rich/,Richard Wolski,"[""hpc"",""mobile"",""comm""]"
University of Southern California,http://www-bcf.usc.edu/~dkempe/,David Kempe,"[""bio"",""ir"",""mlmining"",""ai"",""robotics"",""act""]"
University of Athens,http://cgi.di.uoa.gr/~stheodor/,Sergios Theodoridis,
Colorado State University,http://www.cs.colostate.edu/~iray/,Indrakshi Ray,"[""mod""]"
University of Montreal,http://www.iro.umontreal.ca/~salvail/,Louis Salvail,"[""crypt"",""act""]"
University of Massachusetts - Amherst,http://people.cs.umass.edu/~kalo/,Evangelos Kalogerakis,"[""mobile"",""graph"",""vision"",""chi""]"
University of Waterloo,https://cs.uwaterloo.ca/~alopez-o/,Alejandro López-Ortiz,"[""ai"",""robotics"",""comm"",""ir"",""act""]"
University of Toronto,http://www.cs.toronto.edu/~jepson/,Allan D. Jepson,"[""ai"",""vision"",""mlmining""]"
University of Oxford,https://www.cs.ox.ac.uk/luke.ong/,C.-H. Luke Ong,"[""comm"",""plan"",""log""]"
TU Dresden,https://mt.inf.tu-dresden.de/~dachselt/,Raimund Dachselt,"[""chi""]"
University College London,http://www0.cs.ucl.ac.uk/people/N.Gold.html,Nicolas Gold,"[""soft""]"
University of British Columbia,http://www.cs.ubc.ca/~ksbooth/,Kellogg S. Booth,"[""chi""]"
Rutgers University,http://www.cs.rutgers.edu/~richter/,Gerard R. Richter,
Indiana University,http://www.google.com/search?q=Yuan%20Zhou%20Indiana%20University&btnI,Yuan Zhou,"[""hpc"",""graph"",""robotics"",""mlmining"",""act""]"
University of Waterloo,http://homes.cs.washington.edu/~maazsaf/,Maaz Bin Ahmad,
University of Massachusetts - Amherst,http://people.cs.umass.edu/~elm/,Erik G. Miller,"[""vision"",""mlmining""]"
Northeastern University,https://www.ccis.northeastern.edu/people/michelle-borkin/,Michelle Borkin,
University of Oxford,http://www.cs.ox.ac.uk/ian.horrocks/,Ian Horrocks,"[""ai"",""ir""]"
University of Washington,http://www.cs.washington.edu/people/faculty/beame,Paul Beame,"[""ai"",""act"",""mod""]"
UNSW,http://www.cse.unsw.com/~ignjat/,Aleksandar Ignjatovic,"[""da""]"
University of Adelaide,http://cs.adelaide.edu.au/~chhshen/,Chunhua Shen,"[""ai"",""vision"",""mlmining""]"
Cornell University,https://mimno.infosci.cornell.edu/,David M. Mimno,"[""nlp"",""mlmining""]"
University College London,http://cmic.cs.ucl.ac.uk/staff/daniel_alexander/,Daniel C. Alexander,"[""vision"",""mlmining""]"
Texas A&M University,http://faculty.cs.tamu.edu/dzsong/,Dezhen Song,"[""ai"",""robotics"",""vision""]"
University of California - Berkeley,https://people.eecs.berkeley.edu/~trevor/,Trevor Darrell,"[""chi"",""robotics"",""mlmining"",""vision"",""nlp""]"
Princeton University,https://www.cs.princeton.edu/~ehazan/,Elad Hazan,"[""bio"",""mlmining"",""act""]"
Brown University,http://cs.brown.edu/~pff/,Pedro Felipe Felzenszwalb,
Massachusetts Institute of Technology,http://www.mit.edu/~dluca/,Luca Daniel,"[""da""]"
University of California - Santa Cruz,https://users.soe.ucsc.edu/~davis/,James Davis,"[""graph"",""robotics"",""vision"",""mlmining""]"
Australian National University,http://scholar.google.com/citations?user=Zspmw8wmcUgC&hl=en,Chuong V. Nguyen,
RWTH Aachen,http://dbis.rwth-aachen.de/cms/staff/jarke,Matthias Jarke,"[""soft"",""mod""]"
RWTH Aachen,https://itsec.rwth-aachen.de/people/prof.-dr.-ulrike-meyer,Ulrike Meyer,
North Carolina State University,http://moss.csc.ncsu.edu/~mueller/,Frank Mueller,"[""hpc"",""arch""]"
University of Wisconsin - Madison,https://www.cs.wisc.edu/people/mohitg,Mohit Gupta,"[""graph"",""nlp"",""vision"",""da""]"
University of Melbourne,http://www.cis.unimelb.edu.au/people/staff.php?person_ID=14142,Peter James Stuckey,"[""ai""]"
University of Calgary,http://cpsc.ucalgary.ca/~denzinge,Jörg Denzinger,"[""soft""]"
Dartmouth College,https://math.dartmouth.edu/~pw/,Peter M. Winkler,
Boston College,http://www.jbento.net/,José Bento Ayres Pereira,
Ecole Normale Superieure de Lyon,http://perso.univ-lyon1.fr/olivier.gluck/,Olivier Glück,
George Mason University,https://cs.gmu.edu/~carlotta/,Carlotta Domeniconi,"[""ai"",""mlmining"",""vision"",""mod""]"
CUNY,http://www.google.com/search?q=Michael%20Grossberg%20CUNY&btnI,Michael Grossberg,
University of Montreal,http://www.di.ens.fr/~slacoste/,Simon Lacoste-Julien,"[""nlp"",""vision"",""mlmining""]"
University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Jacques_Fleuriot.html,Jacques D. Fleuriot,
University of New Mexico,http://www.cs.unm.edu/~pgk/,Patrick Gage Kelley,"[""chi"",""sec""]"
University of Bristol,http://www.google.com/search?q=Seth%20Bullock%20University%20of%20Bristol&btnI,Seth Bullock,
Florida State University,http://www.cs.fsu.edu/~sudhir/,Sudhir Aggarwal,"[""sec""]"
University of Connecticut,http://www.engr.uconn.edu/~ldm/,Laurent D. Michel,"[""ai""]"
Massachusetts Institute of Technology,http://www.rle.mit.edu/stultz/,Collin Stultz,
New York University,http://cs.nyu.edu/grishman/,Ralph Grishman,"[""nlp""]"
Technion - Israel Institute of Technology,http://www.cs.technion.ac.il/people/unga/,Marius Ungarish,
Monash University,http://www.google.com/search?q=Jeremy%20Aarons%20Monash%20University&btnI,Jeremy Aarons,
University of Minnesota,http://glaros.dtc.umn.edu/,George Karypis,"[""hpc"",""mlmining"",""ir"",""da""]"
Clemson University,https://people.cs.clemson.edu/~mark/homepage.html,Mark Smotherman,
EPFL,http://ivrl.epfl.ch/people/susstrunk,Sabine Süsstrunk,"[""vision""]"
University of Kansas,http://people.eecs.ku.edu/~saiedian/,Hossein Saiedian,
Cornell University,http://www.cs.cornell.edu/~eva/,Éva Tardos,"[""hpc"",""mlmining"",""ir"",""vision"",""act""]"
Victoria University of Wellington,https://ecs.victoria.ac.nz/Main/MichaelHomer,Michael Homer,
University College London,http://www0.cs.ucl.ac.uk/staff/g.brostow/,Gabriel J. Brostow,"[""graph"",""vision""]"
University of Waterloo,https://cs.uwaterloo.ca/~dberry/,Daniel M. Berry,"[""chi""]"
Washington State University,https://www.linkedin.com/in/behroozshirazi,Behrooz A. Shirazi,
ETH Zurich,http://people.inf.ethz.ch/troscoe/,Timothy Roscoe,"[""arch"",""ops"",""comm"",""mod""]"
University of Alberta,https://webdocs.cs.ualberta.ca/~mmueller/,Martin Müller 0003,"[""ai"",""mlmining""]"
George Mason University,http://cs.gmu.edu/~asood/,Arun Sood,
University of Michigan,https://www.eecs.umich.edu/eecs/etc/fac/EECSfaculty.html?uniqname=mihalcea,Rada Flavia Mihalcea,
University of Edinburgh,https://en.wikipedia.org/wiki/Andrew_D._Gordon,Andrew D. Gordon,"[""soft"",""sec"",""plan"",""mlmining""]"
Harvard University,http://www.eecs.harvard.edu/~michaelm/,Michael Mitzenmacher,"[""bio"",""mlmining"",""ai"",""graph"",""ir"",""comm"",""act"",""mod""]"
Indiana University,https://en.wikipedia.org/wiki/Robert_B._Schnabel,Robert B. Schnabel,
Monash University,http://monash.edu/research/explore/en/persons/asad-khan(6d7b2492-1569-4900-a8a4-630f84ce4fe7).html,Asad I. Khan,
Georgia Institute of Technology,https://home.cc.gatech.edu/jlk,Janet L. Kolodner,"[""chi""]"
Imperial College London,http://www.imperial.ac.uk/people/a.faisal,A. Aldo Faisal,"[""robotics""]"
Johns Hopkins University,http://www.cs.jhu.edu/~yanif/,Yanif Ahmad,"[""hpc"",""soft"",""mod""]"
New York University,http://engineering.nyu.edu/people/kok-ming-leung,Kok-Ming Leung,
University of Kansas,http://www.google.com/search?q=Carl%20Leuschen%20University%20of%20Kansas&btnI,Carl Leuschen,
University of California - Irvine,http://www.ics.uci.edu/~dan/,Daniel S. Hirschberg,
Rensselaer Polytechnic Institute,http://www.google.com/search?q=Martin%20Hardwick%20Rensselaer%20Polytechnic%20Institute&btnI,Martin Hardwick,
University of Toronto,http://mcraig05.wix.com/mysite,Michelle Wahl Craig,
Monash University,http://monash.edu/research/explore/en/persons/david-albrecht(ee0ccebf-87a7-496b-a54d-f7bbebf68e16).html,David W. Albrecht,
University College London,http://www0.cs.ucl.ac.uk/staff/p.bentley/,Peter J. Bentley,
University of Chicago,https://www.cs.uchicago.edu/directory/andrew-chien,Andrew A. Chien,"[""hpc"",""sec"",""arch"",""plan""]"
University of California - San Diego,http://cseweb.ucsd.edu/~snoeren/,Alex C. Snoeren,"[""ops"",""mobile"",""mlmining"",""metrics"",""sec"",""hpc"",""comm""]"
Rutgers University,http://www.cs.rutgers.edu/~muthu/,S. Muthu Muthukrishnan,"[""mod""]"
University of California - San Diego,http://cseweb.ucsd.edu/~swanson/,Steven Swanson,"[""ops"",""da"",""sec"",""plan"",""hpc"",""arch""]"
University of Minnesota,http://umn.edu/home/meyer172,Gary W. Meyer,"[""graph""]"
Virginia Tech,http://people.cs.vt.edu/~ctlu/,Chang-Tien Lu,"[""ai"",""comm"",""mlmining""]"
UNSW,https://research.unsw.edu.au/people/dr-hui-guo,Hui Guo,
University of Oregon,https://www.cs.uoregon.edu/People/Faculty/Zena_Ariola.php,Zena M. Ariola,
Oregon State University,http://web.engr.oregonstate.edu/~benl/Ben_Lee/Welcome.html,Ben Lee,
Rensselaer Polytechnic Institute,http://www.cs.rpi.edu/~eanshel/,Elliot Anshelevich,"[""ai"",""robotics"",""act""]"
Monash University,http://monash.edu/research/explore/en/persons/julian-garcia-gallego(e39a16b9-83dc-494c-a652-3ef23cebd1b4).html,Julian Garcia Gallego,
University of California - Berkeley,http://db.cs.berkeley.edu/jmh/,Joseph M. Hellerstein,"[""ops"",""mobile"",""chi"",""ai"",""comm"",""mod""]"
University of Warsaw,https://www.mimuw.edu.pl/~keplicz/,Barbara Dunin-Keplicz,"[""ai""]"
ETH Zurich,http://people.inf.ethz.ch/asingla/,Ankit Singla,"[""comm""]"
University of Utah,http://www.zvonimir.info/,Zvonimir Rakamaric,"[""soft"",""plan"",""log""]"
University of Salerno,http://www.unisa.it/docenti/giulianavitiello/english/index,Giuliana Vitiello,
University of Melbourne,http://www.findanexpert.unimelb.edu.au/display/person342078,Richard O. Sinnott,
University of British Columbia,http://www.cs.ubc.ca/~mpf/,Michael P. Friedlander,"[""mlmining""]"
New York University,http://cs.nyu.edu/~dsontag/,David Sontag,"[""ai"",""nlp"",""vision"",""mlmining""]"
Vanderbilt University,http://engineering.vanderbilt.edu/bio/eugene-vorobeychik,Yevgeniy Vorobeychik,"[""ai"",""mlmining""]"
University of Washington,http://homes.cs.washington.edu/~kemelmi/,Ira Kemelmacher,"[""vision""]"
Oregon State University,http://eecs.oregonstate.edu/people/borradaile-glencora,Glencora Borradaile,"[""mlmining"",""act""]"
University of Auckland,https://www.cs.auckland.ac.nz/~asghar/,Muhammad Rizwan Asghar,
Boston University,http://www.cs.bu.edu/~snyder/,Wayne Snyder,
Polytechnic University of Catalonia,https://www.researchgate.net/profile/Llorenc_Cerda-Alabern,Llorenç Cerdà,"[""arch""]"
Virginia Tech,https://www.bi.vt.edu/faculty/Madhav-Marathe,Madhav Marathe,
University of Warsaw,http://www.mimuw.edu.pl/~nguyen/,Linh Anh Nguyen,
Polytechnic University of Catalonia,https://www.researchgate.net/profile/German_Boada,Germán Santos-Boada,
University of Michigan,https://www.si.umich.edu/people/daniel-romero,Daniel Omar Romero,
University of Western Australia,http://uwa.edu.au/people/lyndon.while,R. Lyndon While,
Australian National University,https://cecs.anu.edu.au/people/adrian-lowe,Adrian Lowe,
University of California - Berkeley,http://www.cs.berkeley.edu/~russell,Stuart J. Russell,"[""ai"",""robotics"",""mlmining""]"
University of Waterloo,https://cs.uwaterloo.ca/~jorchard/UWaterloo/Home.html,Jeff Orchard,
Stanford University,http://csl.stanford.edu/~billd/,William J. Dally,"[""hpc"",""comm"",""mlmining"",""arch"",""da""]"
University of Chicago,http://people.cs.uchicago.edu/~hankhoffmann/,Hank Hoffmann,
Australian National University,https://cecs.anu.edu.au/people/prasanga-samarasinghe,Prasanga N. Samarasinghe,
Tel Aviv University,http://www.cs.tau.ac.il/~rabinoa/,Alexander Rabinovich,"[""log""]"
Simon Fraser University,http://www.cs.sfu.ca/~jim/,James P. Delgrande,"[""ai""]"
University of British Columbia,https://www.cs.ubc.ca/~maclean/,Karon E. MacLean,"[""chi"",""robotics""]"
Emory University,http://www.google.com/search?q=Lee%20A.%20D.%20Cooper%20Emory%20University&btnI,Lee A. D. Cooper,
RWTH Aachen,http://www.se-rwth.de/~nagl/,Manfred Nagl,
University of Pittsburgh,https://cs.pitt.edu/people/view/mosse,Daniel Mossé,"[""arch"",""comm"",""da""]"
Clemson University,https://people.cs.clemson.edu/~pargas/,Roy P. Pargas,
University of Southern California,http://ilab.usc.edu/itti/,Laurent Itti,"[""ai"",""robotics"",""vision"",""mlmining""]"
Australian National University,https://cs.anu.edu.au/people/dirk-pattinson,Dirk Pattinson,"[""ai"",""log""]"
University of Maryland - College Park,http://www.cbcb.umd.edu/~mpop/,Mihai Pop,"[""bio""]"
University of Illinois - Chicago,https://www.cs.uic.edu/Main/Faculty,Daniel J. Bernstein,"[""crypt"",""sec""]"
Australian National University,https://cecs.anu.edu.au/people/ben-swift,Benjamin Swift,"[""chi""]"
Northeastern University,https://www.ccis.northeastern.edu/people/michelle-borkin/,Michelle A. Borkin,
Washington State University,http://www.eecs.wsu.edu/~ananth/,Ananth Kalyanaraman,"[""hpc""]"
Georgia Institute of Technology,http://www.cc.gatech.edu/fac/Constantinos.Dovrolis/,Constantine Dovrolis,"[""metrics"",""mlmining"",""comm"",""ops""]"
University of California - Berkeley,http://www.eecs.berkeley.edu/Faculty/Homepages/barsky.html,Brian A. Barsky,"[""graph""]"
Tel Aviv University,http://www.google.com/search?q=Yehezkel%20Yeshurun%20Tel%20Aviv%20University&btnI,Yehezkel Yeshurun,"[""vision""]"
University of Iowa,https://www.cs.uiowa.edu/~hourcade,Juan Pablo Hourcade,"[""chi""]"
TU Darmstadt,https://www.seemoo.tu-darmstadt.de/team/matthias-hollick/,Matthias Hollick,
TU Munich,https://brml.org/people/smagt/,Patrick van der Smagt,"[""robotics"",""vision""]"
Columbia University,http://www.columbia.edu/~cs2035/,Clifford Stein,"[""bio"",""act"",""ops""]"
Rochester Institute of Technology,https://www.rit.edu/gccis/pengcheng-shi,Pengcheng Shi,"[""vision""]"
University of Colorado Boulder,http://www.cs.colorado.edu/~rhan/,Richard Han,"[""mobile"",""chi"",""ir"",""mlmining""]"
Imperial College London,https://www.doc.ic.ac.uk/~iccp/,Iain C. C. Phillips,
Indiana University,https://www.soic.indiana.edu/all-people/profile.html?profile_id=291,Süleyman Cenk Sahinalp,"[""bio"",""comm"",""act""]"
University of Cambridge,https://www.cl.cam.ac.uk/~mj201/,Mateja Jamnik,
University of Virginia,http://rayb.info/,Baishakhi Ray,"[""sec"",""soft"",""chi"",""ops""]"
University College London,http://www.surgicalvision.cs.ucl.ac.uk/people/DanailStoyanov/,Danail Stoyanov,"[""robotics""]"
Indiana University,http://www.cs.indiana.edu/~sabry/,Amr Sabry,"[""plan""]"
University of California - Riverside,http://www.cs.ucr.edu/~bhuyan/,Laxmi Narayan Bhuyan,
Georgia Institute of Technology,https://home.cc.gatech.edu/dil/3,Ashok K. Goel,"[""ai""]"
Texas A&M University,http://faculty.cs.tamu.edu/ajiang/jiang.htm,Anxiao Jiang,"[""mobile"",""comm""]"
University of Kentucky,https://www.cs.uky.edu/~manivann/,Dakshnamoorthy Manivannan,
University of Athens,http://cnl.di.uoa.gr/merakos/,Lazaros F. Merakos,"[""ir""]"
University of Warsaw,http://www.mimuw.edu.pl/~son/,Hung Son Nguyen,
University of Utah,http://www.cs.utah.edu/~ald/,Al Davis,"[""hpc"",""arch""]"
UNSW,http://www.google.com/search?q=Jorgen%20Peddersen%20UNSW&btnI,Jorgen Peddersen,"[""da""]"
University of Texas - Austin,http://www.cs.utexas.edu/~wcook/,William R. Cook,"[""soft"",""plan""]"
University of New Mexico,https://www.cs.unm.edu/~sluan/,Shuang (Sean) Luan,
University of California - Berkeley,http://www.eecs.berkeley.edu/~raluca/,Raluca A. Popa,"[""crypt"",""ops"",""sec"",""act""]"
Ecole Normale Superieure de Lyon,http://perso.ens-lyon.fr/jean-michel.muller/,Jean-Michel Muller,
Oregon State University,http://web.engr.oregonstate.edu/~cscaffid/,Chris Scaffidi,
University of Oxford,http://www.cs.ox.ac.uk/marina.jirotka/,Marina Jirotka,"[""chi""]"
TU Dresden,https://tu-dresden.de/die_tu_dresden/fakultaeten/fakultaet_informatik/sysa/ps/beschaeftigte/mitarbeiter/tst_de,Thorsten Strufe,"[""ir"",""comm""]"
Washington State University,http://school.eecs.wsu.edu/faculty/siva,Krishnamoorthy Sivakumar,
University of Minnesota,http://www-users.cs.umn.edu/~npapas/,Nikos Papanikolopoulos,"[""robotics""]"
University of Massachusetts - Amherst,https://www.cics.umass.edu/faculty/directory/moll_robert,Robert Moll,"[""comm"",""mlmining""]"
Australian National University,https://cecs.anu.edu.au/people/shihao-yan-0,Shihao Yan,
RWTH Aachen,http://verify.rwth-aachen.de/giesl/,Jürgen Giesl,"[""log""]"
Ecole Normale Superieure de Lyon,http://www.google.com/search?q=Matias%20David%20Lee%20Ecole%20Normale%20Superieure%20de%20Lyon&btnI,Matias David Lee,
Northwestern University,http://www.ece.northwestern.edu/~goce/,Goce Trajcevski,"[""mod""]"
UNSW,http://www.cse.unsw.edu.au/~sowmya/,Arcot Sowmya,
DIKU,http://diku.dk/Ansatte/?pure=da/persons/113767,Erik Frøkjær,"[""chi""]"
Indiana University,http://www.cs.indiana.edu/~swany/,Martin Swany,
University of Texas - Austin,http://www.cs.utexas.edu/~simon/,Simon Peter,"[""arch"",""comm"",""ops""]"
University of Florida,http://www.cise.ufl.edu/~nemo/,Richard E. Newman-Wolfe,
Carnegie Mellon University,http://www.rr.cs.cmu.edu/,Raj Reddy,
University of Oregon,http://ix.cs.uoregon.edu/~michal/,Michal Young,"[""soft""]"
Imperial College London,http://www.doc.ic.ac.uk/~alessio/,Alessio Lomuscio,"[""ai"",""log""]"
Polytechnic University of Catalonia,http://directori.upc.edu/directori/dadesPersona.jsp?id=1000062,Francisco Jordan Fernandez,
Michigan State University,http://www.cse.msu.edu/~chengb/,Betty H. C. Cheng,"[""soft""]"
University of Montreal,http://www.iro.umontreal.ca/~hahn/,Gena Hahn,
Ecole Normale Superieure de Lyon,http://perso.ens-lyon.fr/russell.harmer/,Russell Harmer,"[""log""]"
University of Waikato,http://www.cms.waikato.ac.nz/people/vtwoz,Nicholas Vanderschantz,
University of Texas - Dallas,http://www.hlt.utdallas.edu/~vince/,Vincent Ng,"[""ai"",""nlp"",""ir"",""mlmining""]"
University of California - Berkeley,http://www.eecs.berkeley.edu/~raluca/,Raluca Ada Popa,"[""sec"",""comm"",""ops""]"
University of Auckland,https://unidirectory.auckland.ac.nz/profile/s-manoharan,Sathiamoorthy Manoharan,
University of Wisconsin - Madison,http://pages.cs.wisc.edu/~gleicher/,Michael Gleicher,"[""graph"",""vision"",""chi""]"
Vanderbilt University,http://news.vanderbilt.edu/2015/12/vanderbilt-names-padma-raghavan-vice-provost-for-research/,Padma Raghavan,"[""hpc""]"
Massachusetts Institute of Technology,http://people.csail.mit.edu/shanir/,Nir Shavit,"[""act"",""arch"",""ops""]"
